fecha,anño,mes,dia_semana,tienda,lambda,clientes
2024-06-16,2024,6,6,Los Cedros,8000,7885
2024-06-16,2024,6,6,Palermo,6000,6010
2024-06-16,2024,6,6,Córdoba,8000,7979
2024-06-17,2024,6,0,Santa Ana,11000,11127
2024-06-17,2024,6,0,La Floresta,8000,7857
2024-06-17,2024,6,0,Los Cedros,9000,9126
2024-06-17,2024,6,0,Palermo,7000,7055
2024-06-17,2024,6,0,Córdoba,9000,9033
2024-06-18,2024,6,1,Santa Ana,12000,12099
2024-06-18,2024,6,1,La Floresta,9000,9038
2024-06-18,2024,6,1,Los Cedros,10000,10064
2024-06-18,2024,6,1,Palermo,8000,7882
2024-06-18,2024,6,1,Córdoba,10000,10027
2024-06-19,2024,6,2,Santa Ana,12500,12477
2024-06-19,2024,6,2,La Floresta,9500,9558
2024-06-19,2024,6,2,Los Cedros,10500,10350
2024-06-19,2024,6,2,Palermo,8500,8503
2024-06-19,2024,6,2,Córdoba,10500,10510
2024-06-20,2024,6,3,Santa Ana,12000,12128
2024-06-20,2024,6,3,La Floresta,9000,8992
2024-06-20,2024,6,3,Los Cedros,10000,10116
2024-06-20,2024,6,3,Palermo,8000,7975
2024-06-20,2024,6,3,Córdoba,10000,9998
2024-06-21,2024,6,4,Santa Ana,11000,10916
2024-06-21,2024,6,4,La Floresta,8000,7997
2024-06-21,2024,6,4,Los Cedros,9000,8862
2024-06-21,2024,6,4,Palermo,7000,7188
2024-06-21,2024,6,4,Córdoba,9000,8897
2024-06-22,2024,6,5,Santa Ana,10000,9943
2024-06-22,2024,6,5,La Floresta,7000,6957
2024-06-22,2024,6,5,Los Cedros,8000,8013
2024-06-22,2024,6,5,Palermo,6000,5988
2024-06-22,2024,6,5,Córdoba,8000,7968
2024-06-23,2024,6,6,Santa Ana,10000,9922
2024-06-23,2024,6,6,La Floresta,7000,7066
2024-06-23,2024,6,6,Los Cedros,8000,8056
2024-06-23,2024,6,6,Palermo,6000,5982
2024-06-23,2024,6,6,Córdoba,8000,7958
2024-06-24,2024,6,0,Santa Ana,11000,10903
2024-06-24,2024,6,0,La Floresta,8000,7914
2024-06-24,2024,6,0,Los Cedros,9000,8959
2024-06-24,2024,6,0,Palermo,7000,6956
2024-06-24,2024,6,0,Córdoba,9000,8875
2024-06-25,2024,6,1,Santa Ana,12000,11998
2024-06-25,2024,6,1,La Floresta,9000,9167
2024-06-25,2024,6,1,Los Cedros,10000,9931
2024-06-25,2024,6,1,Palermo,8000,7937
2024-06-25,2024,6,1,Córdoba,10000,9779
2024-06-26,2024,6,2,Santa Ana,12500,12607
2024-06-26,2024,6,2,La Floresta,9500,9503
2024-06-26,2024,6,2,Los Cedros,10500,10380
2024-06-26,2024,6,2,Palermo,8500,8467
2024-06-26,2024,6,2,Córdoba,10500,10511
2024-06-27,2024,6,3,Santa Ana,12000,11972
2024-06-27,2024,6,3,La Floresta,9000,9038
2024-06-27,2024,6,3,Los Cedros,10000,9990
2024-06-27,2024,6,3,Palermo,8000,7871
2024-06-27,2024,6,3,Córdoba,10000,10088
2024-06-28,2024,6,4,Santa Ana,11000,11004
2024-06-28,2024,6,4,La Floresta,8000,8032
2024-06-28,2024,6,4,Los Cedros,9000,9021
2024-06-28,2024,6,4,Palermo,7000,6811
2024-06-28,2024,6,4,Córdoba,9000,8905
2024-06-29,2024,6,5,Santa Ana,10000,10074
2024-06-29,2024,6,5,La Floresta,7000,6895
2024-06-29,2024,6,5,Los Cedros,8000,7897
2024-06-29,2024,6,5,Palermo,6000,5941
2024-06-29,2024,6,5,Córdoba,8000,7933
2024-06-30,2024,6,6,Santa Ana,10000,9974
2024-06-30,2024,6,6,La Floresta,7000,6823
2024-06-30,2024,6,6,Los Cedros,8000,7804
2024-06-30,2024,6,6,Palermo,6000,6003
2024-06-30,2024,6,6,Córdoba,8000,8015
2024-07-01,2024,7,0,Santa Ana,11500,11397
2024-07-01,2024,7,0,La Floresta,8500,8524
2024-07-01,2024,7,0,Los Cedros,9500,9365
2024-07-01,2024,7,0,Palermo,7500,7578
2024-07-01,2024,7,0,Córdoba,9500,9377
2024-07-02,2024,7,1,Santa Ana,12500,12565
2024-07-02,2024,7,1,La Floresta,9500,9555
2024-07-02,2024,7,1,Los Cedros,10500,10420
2024-07-02,2024,7,1,Palermo,8500,8416
2024-07-02,2024,7,1,Córdoba,10500,10562
2024-07-03,2024,7,2,Santa Ana,13000,13196
2024-07-03,2024,7,2,La Floresta,10000,9839
2024-07-03,2024,7,2,Los Cedros,11000,10923
2024-07-03,2024,7,2,Palermo,9000,8974
2024-07-03,2024,7,2,Córdoba,11000,10999
2024-07-04,2024,7,3,Santa Ana,12500,12468
2024-07-04,2024,7,3,La Floresta,9500,9582
2024-07-04,2024,7,3,Los Cedros,10500,10381
2024-07-04,2024,7,3,Palermo,8500,8466
2024-07-04,2024,7,3,Córdoba,10500,10597
2024-07-05,2024,7,4,Santa Ana,11500,11394
2024-07-05,2024,7,4,La Floresta,8500,8365
2024-07-05,2024,7,4,Los Cedros,9500,9585
2024-07-05,2024,7,4,Palermo,7500,7519
2024-07-05,2024,7,4,Córdoba,9500,9515
2024-07-06,2024,7,5,Santa Ana,10500,10464
2024-07-06,2024,7,5,La Floresta,7500,7536
2024-07-06,2024,7,5,Los Cedros,8500,8618
2024-07-06,2024,7,5,Palermo,6500,6639
2024-07-06,2024,7,5,Córdoba,8500,8511
2024-07-07,2024,7,6,Santa Ana,10500,10580
2024-07-07,2024,7,6,La Floresta,7500,7405
2024-07-07,2024,7,6,Los Cedros,8500,8561
2024-07-07,2024,7,6,Palermo,6500,6492
2024-07-07,2024,7,6,Córdoba,8500,8456
2024-07-08,2024,7,0,Santa Ana,11500,11469
2024-07-08,2024,7,0,La Floresta,8500,8532
2024-07-08,2024,7,0,Los Cedros,9500,9608
2024-07-08,2024,7,0,Palermo,7500,7382
2024-07-08,2024,7,0,Córdoba,9500,9611
2024-07-09,2024,7,1,Santa Ana,12500,12435
2024-07-09,2024,7,1,La Floresta,9500,9458
2024-07-09,2024,7,1,Los Cedros,10500,10302
2024-07-09,2024,7,1,Palermo,8500,8524
2024-07-09,2024,7,1,Córdoba,10500,10424
2024-07-10,2024,7,2,Santa Ana,13000,13131
2024-07-10,2024,7,2,La Floresta,10000,10107
2024-07-10,2024,7,2,Los Cedros,11000,11084
2024-07-10,2024,7,2,Palermo,9000,8913
2024-07-10,2024,7,2,Córdoba,11000,11134
2024-07-11,2024,7,3,Santa Ana,12500,12364
2024-07-11,2024,7,3,La Floresta,9500,9726
2024-07-11,2024,7,3,Los Cedros,10500,10631
2024-07-11,2024,7,3,Palermo,8500,8460
2024-07-11,2024,7,3,Córdoba,10500,10569
2024-07-12,2024,7,4,Santa Ana,11500,11594
2024-07-12,2024,7,4,La Floresta,8500,8496
2024-07-12,2024,7,4,Los Cedros,9500,9467
2024-07-12,2024,7,4,Palermo,7500,7469
2024-07-12,2024,7,4,Córdoba,9500,9507
2024-07-13,2024,7,5,Santa Ana,10500,10459
2024-07-13,2024,7,5,La Floresta,7500,7543
2024-07-13,2024,7,5,Los Cedros,8500,8439
2024-07-13,2024,7,5,Palermo,6500,6554
2024-07-13,2024,7,5,Córdoba,8500,8539
2024-07-14,2024,7,6,Santa Ana,10500,10535
2024-07-14,2024,7,6,La Floresta,7500,7511
2024-07-14,2024,7,6,Los Cedros,8500,8343
2024-07-14,2024,7,6,Palermo,6500,6684
2024-07-14,2024,7,6,Córdoba,8500,8491
2024-07-15,2024,7,0,Santa Ana,11500,11511
2024-07-15,2024,7,0,La Floresta,8500,8428
2024-07-15,2024,7,0,Los Cedros,9500,9394
2024-07-15,2024,7,0,Palermo,7500,7490
2024-07-15,2024,7,0,Córdoba,9500,9425
2024-07-16,2024,7,1,Santa Ana,12500,12549
2024-07-16,2024,7,1,La Floresta,9500,9477
2024-07-16,2024,7,1,Los Cedros,10500,10528
2024-07-16,2024,7,1,Palermo,8500,8660
2024-07-16,2024,7,1,Córdoba,10500,10512
2024-07-17,2024,7,2,Santa Ana,13000,13244
2024-07-17,2024,7,2,La Floresta,10000,9806
2024-07-17,2024,7,2,Los Cedros,11000,10917
2024-07-17,2024,7,2,Palermo,9000,8988
2024-07-17,2024,7,2,Córdoba,11000,10957
2024-07-18,2024,7,3,Santa Ana,12500,12501
2024-07-18,2024,7,3,La Floresta,9500,9546
2024-07-18,2024,7,3,Los Cedros,10500,10700
2024-07-18,2024,7,3,Palermo,8500,8416
2024-07-18,2024,7,3,Córdoba,10500,10575
2024-07-19,2024,7,4,Santa Ana,11500,11531
2024-07-19,2024,7,4,La Floresta,8500,8489
2024-07-19,2024,7,4,Los Cedros,9500,9516
2024-07-19,2024,7,4,Palermo,7500,7443
2024-07-19,2024,7,4,Córdoba,9500,9341
2024-07-20,2024,7,5,Santa Ana,10500,10578
2024-07-20,2024,7,5,La Floresta,7500,7499
2024-07-20,2024,7,5,Los Cedros,8500,8484
2024-07-20,2024,7,5,Palermo,6500,6544
2024-07-20,2024,7,5,Córdoba,8500,8414
2024-07-21,2024,7,6,Santa Ana,10500,10449
2024-07-21,2024,7,6,La Floresta,7500,7503
2024-07-21,2024,7,6,Los Cedros,8500,8285
2024-07-21,2024,7,6,Palermo,6500,6598
2024-07-21,2024,7,6,Córdoba,8500,8412
2024-07-22,2024,7,0,Santa Ana,11500,11465
2024-07-22,2024,7,0,La Floresta,8500,8574
2024-07-22,2024,7,0,Los Cedros,9500,9298
2024-07-22,2024,7,0,Palermo,7500,7484
2024-07-22,2024,7,0,Córdoba,9500,9715
2024-07-23,2024,7,1,Santa Ana,12500,12422
2024-07-23,2024,7,1,La Floresta,9500,9564
2024-07-23,2024,7,1,Los Cedros,10500,10641
2024-07-23,2024,7,1,Palermo,8500,8578
2024-07-23,2024,7,1,Córdoba,10500,10515
2024-07-24,2024,7,2,Santa Ana,13000,12849
2024-07-24,2024,7,2,La Floresta,10000,9930
2024-07-24,2024,7,2,Los Cedros,11000,11070
2024-07-24,2024,7,2,Palermo,9000,9026
2024-07-24,2024,7,2,Córdoba,11000,10794
2024-07-25,2024,7,3,Santa Ana,12500,12478
2024-07-25,2024,7,3,La Floresta,9500,9654
2024-07-25,2024,7,3,Los Cedros,10500,10534
2024-07-25,2024,7,3,Palermo,8500,8264
2024-07-25,2024,7,3,Córdoba,10500,10428
2024-07-26,2024,7,4,Santa Ana,11500,11740
2024-07-26,2024,7,4,La Floresta,8500,8592
2024-07-26,2024,7,4,Los Cedros,9500,9510
2024-07-26,2024,7,4,Palermo,7500,7667
2024-07-26,2024,7,4,Córdoba,9500,9545
2024-07-27,2024,7,5,Santa Ana,10500,10544
2024-07-27,2024,7,5,La Floresta,7500,7555
2024-07-27,2024,7,5,Los Cedros,8500,8504
2024-07-27,2024,7,5,Palermo,6500,6506
2024-07-27,2024,7,5,Córdoba,8500,8524
2024-07-28,2024,7,6,Santa Ana,10500,10536
2024-07-28,2024,7,6,La Floresta,7500,7416
2024-07-28,2024,7,6,Los Cedros,8500,8710
2024-07-28,2024,7,6,Palermo,6500,6483
2024-07-28,2024,7,6,Córdoba,8500,8527
2024-07-29,2024,7,0,Santa Ana,11500,11473
2024-07-29,2024,7,0,La Floresta,8500,8767
2024-07-29,2024,7,0,Los Cedros,9500,9464
2024-07-29,2024,7,0,Palermo,7500,7425
2024-07-29,2024,7,0,Córdoba,9500,9408
2024-07-30,2024,7,1,Santa Ana,12500,12492
2024-07-30,2024,7,1,La Floresta,9500,9338
2024-07-30,2024,7,1,Los Cedros,10500,10586
2024-07-30,2024,7,1,Palermo,8500,8611
2024-07-30,2024,7,1,Córdoba,10500,10618
2024-07-31,2024,7,2,Santa Ana,13000,13003
2024-07-31,2024,7,2,La Floresta,10000,10116
2024-07-31,2024,7,2,Los Cedros,11000,10911
2024-07-31,2024,7,2,Palermo,9000,9087
2024-07-31,2024,7,2,Córdoba,11000,10959
2024-08-01,2024,8,3,Santa Ana,12000,12017
2024-08-01,2024,8,3,La Floresta,9000,9171
2024-08-01,2024,8,3,Los Cedros,10000,9822
2024-08-01,2024,8,3,Palermo,8000,8044
2024-08-01,2024,8,3,Córdoba,10000,9989
2024-08-02,2024,8,4,Santa Ana,11000,10895
2024-08-02,2024,8,4,La Floresta,8000,7999
2024-08-02,2024,8,4,Los Cedros,9000,9016
2024-08-02,2024,8,4,Palermo,7000,6899
2024-08-02,2024,8,4,Córdoba,9000,8954
2024-08-03,2024,8,5,Santa Ana,10000,10024
2024-08-03,2024,8,5,La Floresta,7000,7067
2024-08-03,2024,8,5,Los Cedros,8000,7965
2024-08-03,2024,8,5,Palermo,6000,5938
2024-08-03,2024,8,5,Córdoba,8000,7909
2024-08-04,2024,8,6,Santa Ana,10000,9884
2024-08-04,2024,8,6,La Floresta,7000,7049
2024-08-04,2024,8,6,Los Cedros,8000,7971
2024-08-04,2024,8,6,Palermo,6000,6014
2024-08-04,2024,8,6,Córdoba,8000,7844
2024-08-05,2024,8,0,Santa Ana,11000,10816
2024-08-05,2024,8,0,La Floresta,8000,8154
2024-08-05,2024,8,0,Los Cedros,9000,8965
2024-08-05,2024,8,0,Palermo,7000,7115
2024-08-05,2024,8,0,Córdoba,9000,9069
2024-08-06,2024,8,1,Santa Ana,12000,12054
2024-08-06,2024,8,1,La Floresta,9000,8992
2024-08-06,2024,8,1,Los Cedros,10000,9901
2024-08-06,2024,8,1,Palermo,8000,7988
2024-08-06,2024,8,1,Córdoba,10000,9967
2024-08-07,2024,8,2,Santa Ana,12500,12584
2024-08-07,2024,8,2,La Floresta,9500,9366
2024-08-07,2024,8,2,Los Cedros,10500,10677
2024-08-07,2024,8,2,Palermo,8500,8509
2024-08-07,2024,8,2,Córdoba,10500,10460
2024-08-08,2024,8,3,Santa Ana,12000,12007
2024-08-08,2024,8,3,La Floresta,9000,8877
2024-08-08,2024,8,3,Los Cedros,10000,10197
2024-08-08,2024,8,3,Palermo,8000,8116
2024-08-08,2024,8,3,Córdoba,10000,9923
2024-08-09,2024,8,4,Santa Ana,11000,10843
2024-08-09,2024,8,4,La Floresta,8000,7915
2024-08-09,2024,8,4,Los Cedros,9000,9000
2024-08-09,2024,8,4,Palermo,7000,6882
2024-08-09,2024,8,4,Córdoba,9000,8996
2024-08-10,2024,8,5,Santa Ana,10000,10103
2024-08-10,2024,8,5,La Floresta,7000,7082
2024-08-10,2024,8,5,Los Cedros,8000,8014
2024-08-10,2024,8,5,Palermo,6000,5981
2024-08-10,2024,8,5,Córdoba,8000,8043
2024-08-11,2024,8,6,Santa Ana,10000,10040
2024-08-11,2024,8,6,La Floresta,7000,7132
2024-08-11,2024,8,6,Los Cedros,8000,7852
2024-08-11,2024,8,6,Palermo,6000,6061
2024-08-11,2024,8,6,Córdoba,8000,7999
2024-08-12,2024,8,0,Santa Ana,11000,10927
2024-08-12,2024,8,0,La Floresta,8000,8134
2024-08-12,2024,8,0,Los Cedros,9000,9052
2024-08-12,2024,8,0,Palermo,7000,6864
2024-08-12,2024,8,0,Córdoba,9000,8950
2024-08-13,2024,8,1,Santa Ana,12000,11913
2024-08-13,2024,8,1,La Floresta,9000,8928
2024-08-13,2024,8,1,Los Cedros,10000,9873
2024-08-13,2024,8,1,Palermo,8000,8018
2024-08-13,2024,8,1,Córdoba,10000,9955
2024-08-14,2024,8,2,Santa Ana,12500,12663
2024-08-14,2024,8,2,La Floresta,9500,9452
2024-08-14,2024,8,2,Los Cedros,10500,10380
2024-08-14,2024,8,2,Palermo,8500,8459
2024-08-14,2024,8,2,Córdoba,10500,10421
2024-08-15,2024,8,3,Santa Ana,12000,11859
2024-08-15,2024,8,3,La Floresta,9000,9036
2024-08-15,2024,8,3,Los Cedros,10000,10016
2024-08-15,2024,8,3,Palermo,8000,8040
2024-08-15,2024,8,3,Córdoba,10000,10126
2024-08-16,2024,8,4,Santa Ana,11000,11060
2024-08-16,2024,8,4,La Floresta,8000,7967
2024-08-16,2024,8,4,Los Cedros,9000,9012
2024-08-16,2024,8,4,Palermo,7000,7076
2024-08-16,2024,8,4,Córdoba,9000,9049
2024-08-17,2024,8,5,Santa Ana,10000,10017
2024-08-17,2024,8,5,La Floresta,7000,7039
2024-08-17,2024,8,5,Los Cedros,8000,8088
2024-08-17,2024,8,5,Palermo,6000,6016
2024-08-17,2024,8,5,Córdoba,8000,7969
2024-08-18,2024,8,6,Santa Ana,10000,9989
2024-08-18,2024,8,6,La Floresta,7000,7155
2024-08-18,2024,8,6,Los Cedros,8000,8042
2024-08-18,2024,8,6,Palermo,6000,5882
2024-08-18,2024,8,6,Córdoba,8000,8055
2024-08-19,2024,8,0,Santa Ana,11000,11128
2024-08-19,2024,8,0,La Floresta,8000,7855
2024-08-19,2024,8,0,Los Cedros,9000,8921
2024-08-19,2024,8,0,Palermo,7000,7070
2024-08-19,2024,8,0,Córdoba,9000,9101
2024-08-20,2024,8,1,Santa Ana,12000,12030
2024-08-20,2024,8,1,La Floresta,9000,8955
2024-08-20,2024,8,1,Los Cedros,10000,9989
2024-08-20,2024,8,1,Palermo,8000,8171
2024-08-20,2024,8,1,Córdoba,10000,9888
2024-08-21,2024,8,2,Santa Ana,12500,12736
2024-08-21,2024,8,2,La Floresta,9500,9395
2024-08-21,2024,8,2,Los Cedros,10500,10520
2024-08-21,2024,8,2,Palermo,8500,8548
2024-08-21,2024,8,2,Córdoba,10500,10435
2024-08-22,2024,8,3,Santa Ana,12000,11937
2024-08-22,2024,8,3,La Floresta,9000,9106
2024-08-22,2024,8,3,Los Cedros,10000,9934
2024-08-22,2024,8,3,Palermo,8000,7901
2024-08-22,2024,8,3,Córdoba,10000,10092
2024-08-23,2024,8,4,Santa Ana,11000,11144
2024-08-23,2024,8,4,La Floresta,8000,7874
2024-08-23,2024,8,4,Los Cedros,9000,9037
2024-08-23,2024,8,4,Palermo,7000,6983
2024-08-23,2024,8,4,Córdoba,9000,9068
2024-08-24,2024,8,5,Santa Ana,10000,9958
2024-08-24,2024,8,5,La Floresta,7000,7001
2024-08-24,2024,8,5,Los Cedros,8000,8061
2024-08-24,2024,8,5,Palermo,6000,6155
2024-08-24,2024,8,5,Córdoba,8000,8106
2024-08-25,2024,8,6,Santa Ana,10000,10106
2024-08-25,2024,8,6,La Floresta,7000,6976
2024-08-25,2024,8,6,Los Cedros,8000,7992
2024-08-25,2024,8,6,Palermo,6000,6207
2024-08-25,2024,8,6,Córdoba,8000,7863
2024-08-26,2024,8,0,Santa Ana,11000,10780
2024-08-26,2024,8,0,La Floresta,8000,7922
2024-08-26,2024,8,0,Los Cedros,9000,8982
2024-08-26,2024,8,0,Palermo,7000,7060
2024-08-26,2024,8,0,Córdoba,9000,8954
2024-08-27,2024,8,1,Santa Ana,12000,12093
2024-08-27,2024,8,1,La Floresta,9000,8994
2024-08-27,2024,8,1,Los Cedros,10000,9919
2024-08-27,2024,8,1,Palermo,8000,8110
2024-08-27,2024,8,1,Córdoba,10000,9995
2024-08-28,2024,8,2,Santa Ana,12500,12401
2024-08-28,2024,8,2,La Floresta,9500,9406
2024-08-28,2024,8,2,Los Cedros,10500,10553
2024-08-28,2024,8,2,Palermo,8500,8674
2024-08-28,2024,8,2,Córdoba,10500,10503
2024-08-29,2024,8,3,Santa Ana,12000,12170
2024-08-29,2024,8,3,La Floresta,9000,8963
2024-08-29,2024,8,3,Los Cedros,10000,10166
2024-08-29,2024,8,3,Palermo,8000,7879
2024-08-29,2024,8,3,Córdoba,10000,10160
2024-08-30,2024,8,4,Santa Ana,11000,10975
2024-08-30,2024,8,4,La Floresta,8000,8025
2024-08-30,2024,8,4,Los Cedros,9000,8920
2024-08-30,2024,8,4,Palermo,7000,7133
2024-08-30,2024,8,4,Córdoba,9000,9035
2024-08-31,2024,8,5,Santa Ana,10000,10161
2024-08-31,2024,8,5,La Floresta,7000,6847
2024-08-31,2024,8,5,Los Cedros,8000,8225
2024-08-31,2024,8,5,Palermo,6000,6007
2024-08-31,2024,8,5,Córdoba,8000,7973
2024-09-01,2024,9,6,Santa Ana,10000,10022
2024-09-01,2024,9,6,La Floresta,7000,7001
2024-09-01,2024,9,6,Los Cedros,8000,8031
2024-09-01,2024,9,6,Palermo,6000,6094
2024-09-01,2024,9,6,Córdoba,8000,7912
2024-09-02,2024,9,0,Santa Ana,11000,11087
2024-09-02,2024,9,0,La Floresta,8000,8073
2024-09-02,2024,9,0,Los Cedros,9000,8950
2024-09-02,2024,9,0,Palermo,7000,6923
2024-09-02,2024,9,0,Córdoba,9000,8888
2024-09-03,2024,9,1,Santa Ana,12000,11988
2024-09-03,2024,9,1,La Floresta,9000,9176
2024-09-03,2024,9,1,Los Cedros,10000,9998
2024-09-03,2024,9,1,Palermo,8000,8087
2024-09-03,2024,9,1,Córdoba,10000,9947
2024-09-04,2024,9,2,Santa Ana,12500,12407
2024-09-04,2024,9,2,La Floresta,9500,9430
2024-09-04,2024,9,2,Los Cedros,10500,10415
2024-09-04,2024,9,2,Palermo,8500,8609
2024-09-04,2024,9,2,Córdoba,10500,10476
2024-09-05,2024,9,3,Santa Ana,12000,11896
2024-09-05,2024,9,3,La Floresta,9000,8941
2024-09-05,2024,9,3,Los Cedros,10000,9965
2024-09-05,2024,9,3,Palermo,8000,8029
2024-09-05,2024,9,3,Córdoba,10000,10193
2024-09-06,2024,9,4,Santa Ana,11000,10905
2024-09-06,2024,9,4,La Floresta,8000,8030
2024-09-06,2024,9,4,Los Cedros,9000,8974
2024-09-06,2024,9,4,Palermo,7000,7049
2024-09-06,2024,9,4,Córdoba,9000,8950
2024-09-07,2024,9,5,Santa Ana,10000,9979
2024-09-07,2024,9,5,La Floresta,7000,7184
2024-09-07,2024,9,5,Los Cedros,8000,7952
2024-09-07,2024,9,5,Palermo,6000,5999
2024-09-07,2024,9,5,Córdoba,8000,8089
2024-09-08,2024,9,6,Santa Ana,10000,10050
2024-09-08,2024,9,6,La Floresta,7000,7016
2024-09-08,2024,9,6,Los Cedros,8000,7888
2024-09-08,2024,9,6,Palermo,6000,6107
2024-09-08,2024,9,6,Córdoba,8000,8069
2024-09-09,2024,9,0,Santa Ana,11000,10984
2024-09-09,2024,9,0,La Floresta,8000,8092
2024-09-09,2024,9,0,Los Cedros,9000,9011
2024-09-09,2024,9,0,Palermo,7000,7050
2024-09-09,2024,9,0,Córdoba,9000,9008
2024-09-10,2024,9,1,Santa Ana,12000,12260
2024-09-10,2024,9,1,La Floresta,9000,8943
2024-09-10,2024,9,1,Los Cedros,10000,10114
2024-09-10,2024,9,1,Palermo,8000,8042
2024-09-10,2024,9,1,Córdoba,10000,9905
2024-09-11,2024,9,2,Santa Ana,12500,12274
2024-09-11,2024,9,2,La Floresta,9500,9513
2024-09-11,2024,9,2,Los Cedros,10500,10577
2024-09-11,2024,9,2,Palermo,8500,8577
2024-09-11,2024,9,2,Córdoba,10500,10400
2024-09-12,2024,9,3,Santa Ana,12000,12212
2024-09-12,2024,9,3,La Floresta,9000,9108
2024-09-12,2024,9,3,Los Cedros,10000,9980
2024-09-12,2024,9,3,Palermo,8000,7898
2024-09-12,2024,9,3,Córdoba,10000,10219
2024-09-13,2024,9,4,Santa Ana,11000,10916
2024-09-13,2024,9,4,La Floresta,8000,8164
2024-09-13,2024,9,4,Los Cedros,9000,9046
2024-09-13,2024,9,4,Palermo,7000,6962
2024-09-13,2024,9,4,Córdoba,9000,8748
2024-09-14,2024,9,5,Santa Ana,10000,10109
2024-09-14,2024,9,5,La Floresta,7000,6964
2024-09-14,2024,9,5,Los Cedros,8000,8008
2024-09-14,2024,9,5,Palermo,6000,5939
2024-09-14,2024,9,5,Córdoba,8000,7932
2024-09-15,2024,9,6,Santa Ana,10000,9934
2024-09-15,2024,9,6,La Floresta,7000,7001
2024-09-15,2024,9,6,Los Cedros,8000,7929
2024-09-15,2024,9,6,Palermo,6000,5968
2024-09-15,2024,9,6,Córdoba,8000,8013
2024-09-16,2024,9,0,Santa Ana,11000,11031
2024-09-16,2024,9,0,La Floresta,8000,7970
2024-09-16,2024,9,0,Los Cedros,9000,9046
2024-09-16,2024,9,0,Palermo,7000,7020
2024-09-16,2024,9,0,Córdoba,9000,8985
2024-09-17,2024,9,1,Santa Ana,12000,11922
2024-09-17,2024,9,1,La Floresta,9000,9010
2024-09-17,2024,9,1,Los Cedros,10000,10088
2024-09-17,2024,9,1,Palermo,8000,8038
2024-09-17,2024,9,1,Córdoba,10000,10190
2024-09-18,2024,9,2,Santa Ana,12500,12577
2024-09-18,2024,9,2,La Floresta,9500,9409
2024-09-18,2024,9,2,Los Cedros,10500,10638
2024-09-18,2024,9,2,Palermo,8500,8671
2024-09-18,2024,9,2,Córdoba,10500,10497
2024-09-19,2024,9,3,Santa Ana,12000,12105
2024-09-19,2024,9,3,La Floresta,9000,9143
2024-09-19,2024,9,3,Los Cedros,10000,10210
2024-09-19,2024,9,3,Palermo,8000,8046
2024-09-19,2024,9,3,Córdoba,10000,9871
2024-09-20,2024,9,4,Santa Ana,11000,10879
2024-09-20,2024,9,4,La Floresta,8000,7965
2024-09-20,2024,9,4,Los Cedros,9000,9033
2024-09-20,2024,9,4,Palermo,7000,7001
2024-09-20,2024,9,4,Córdoba,9000,9020
2024-09-21,2024,9,5,Santa Ana,10000,10016
2024-09-21,2024,9,5,La Floresta,7000,6960
2024-09-21,2024,9,5,Los Cedros,8000,7983
2024-09-21,2024,9,5,Palermo,6000,6033
2024-09-21,2024,9,5,Córdoba,8000,8040
2024-09-22,2024,9,6,Santa Ana,10000,9944
2024-09-22,2024,9,6,La Floresta,7000,6866
2024-09-22,2024,9,6,Los Cedros,8000,8050
2024-09-22,2024,9,6,Palermo,6000,5968
2024-09-22,2024,9,6,Córdoba,8000,8099
2024-09-23,2024,9,0,Santa Ana,11000,10915
2024-09-23,2024,9,0,La Floresta,8000,7936
2024-09-23,2024,9,0,Los Cedros,9000,9130
2024-09-23,2024,9,0,Palermo,7000,7055
2024-09-23,2024,9,0,Córdoba,9000,8975
2024-09-24,2024,9,1,Santa Ana,12000,12005
2024-09-24,2024,9,1,La Floresta,9000,9092
2024-09-24,2024,9,1,Los Cedros,10000,10057
2024-09-24,2024,9,1,Palermo,8000,8142
2024-09-24,2024,9,1,Córdoba,10000,10009
2024-09-25,2024,9,2,Santa Ana,12500,12471
2024-09-25,2024,9,2,La Floresta,9500,9319
2024-09-25,2024,9,2,Los Cedros,10500,10447
2024-09-25,2024,9,2,Palermo,8500,8440
2024-09-25,2024,9,2,Córdoba,10500,10551
2024-09-26,2024,9,3,Santa Ana,12000,11996
2024-09-26,2024,9,3,La Floresta,9000,9121
2024-09-26,2024,9,3,Los Cedros,10000,10049
2024-09-26,2024,9,3,Palermo,8000,8193
2024-09-26,2024,9,3,Córdoba,10000,10085
2024-09-27,2024,9,4,Santa Ana,11000,11201
2024-09-27,2024,9,4,La Floresta,8000,8069
2024-09-27,2024,9,4,Los Cedros,9000,8985
2024-09-27,2024,9,4,Palermo,7000,7070
2024-09-27,2024,9,4,Córdoba,9000,8935
2024-09-28,2024,9,5,Santa Ana,10000,10005
2024-09-28,2024,9,5,La Floresta,7000,6954
2024-09-28,2024,9,5,Los Cedros,8000,8062
2024-09-28,2024,9,5,Palermo,6000,6029
2024-09-28,2024,9,5,Córdoba,8000,8056
2024-09-29,2024,9,6,Santa Ana,10000,10123
2024-09-29,2024,9,6,La Floresta,7000,6940
2024-09-29,2024,9,6,Los Cedros,8000,7996
2024-09-29,2024,9,6,Palermo,6000,5973
2024-09-29,2024,9,6,Córdoba,8000,7862
2024-09-30,2024,9,0,Santa Ana,11000,10905
2024-09-30,2024,9,0,La Floresta,8000,7927
2024-09-30,2024,9,0,Los Cedros,9000,9083
2024-09-30,2024,9,0,Palermo,7000,6930
2024-09-30,2024,9,0,Córdoba,9000,9025
